MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
9.8016,49,7.9169,1.544,2979,4.7894,38.7586,-115.8198,539205
14.692,26,8.0218,4.1158,1609,4.5001,40.774,-114.0483,797801
3.0027,34,4.1231,1.9128,1962,3.3464,40.6441,-121.5903,151093
4.3637,27,8.2563,1.9489,251,2.3516,40.04,-118.3419,283453
7.8868,15,8.7247,2.5025,1607,3.0899,34.4173,-118.2906,390575
14.5763,45,2.7105,3.6183,2797,4.0847,41.7457,-118.6388,700497
11.9194,32,4.1581,4.2879,866,1.4174,39.1872,-120.4649,584044
13.6261,41,3.3497,1.5178,2519,3.8125,38.9511,-122.2181,651141
6.0052,7,4.3692,2.1312,3961,4.5842,41.1889,-118.2438,312808
14.8925,44,5.0221,2.7328,1513,1.8418,35.4375,-122.5093,753091
2.8882,44,5.5897,0.6152,3477,4.2448,36.4952,-123.8802,156460
2.2151,14,1.3159,3.637,3134,4.5633,36.3554,-117.3885,109055
13.0506,23,1.4965,3.0469,911,1.2682,33.1633,-119.6087,652061
14.0181,47,6.8971,1.101,1321,4.8319,34.8857,-114.3901,727131
2.7229,1,4.9847,1.0865,4458,3.0088,39.0382,-120.5788,178213
3.0313,32,1.8076,4.5283,1625,2.8316,32.3928,-114.0846,125559
1.9479,41,4.4761,3.5749,1670,3.4103,36.6221,-123.9099,42210
2.9109,26,5.2795,2.2463,1217,1.8548,39.2373,-123.4134,175858
4.3272,48,6.7203,2.0214,2990,3.6545,39.3568,-117.3672,226276
14.596,9,2.065,1.9258,3235,4.2354,41.1551,-117.6503,749240
10.5161,16,9.9532,3.446,865,2.2894,37.6038,-118.5765,573240
12.0105,31,5.2723,1.3044,4225,2.022,34.0739,-122.0711,607363
11.9779,2,7.1271,4.9435,2589,4.6602,39.7093,-123.0506,660036
8.7235,32,9.174,3.5917,669,2.8702,37.0574,-123.4013,423548
12.2661,10,1.2864,1.072,2030,3.5154,40.1408,-116.256,554659
9.5434,25,6.4122,1.1211,1193,4.4213,34.2059,-115.2008,534414
5.7464,18,5.8632,3.4173,1846,3.8679,32.0719,-115.7922,302144
9.075,45,1.5167,2.2243,899,2.2871,34.807,-122.5006,362883
8.7024,34,7.2372,3.4698,1556,1.0819,33.8292,-116.2018,423392
12.6166,29,2.987,3.7513,4157,2.8756,39.1742,-114.194,613775
14.7533,45,7.3169,2.9206,4566,1.9939,37.0194,-117.8558,729970
7.0491,24,4.2637,1.6545,1612,2.6782,35.7382,-120.1638,357810
11.8058,3,7.9311,2.9802,3681,2.8335,32.7701,-123.0612,644975
2.8468,15,9.4759,2.3984,4646,4.4629,34.1341,-120.9751,173532
11.9872,3,8.7446,4.5065,2109,4.0671,41.2834,-118.14,612871
6.5141,31,5.3432,3.831,4961,1.7838,34.0612,-119.8173,330400
2.0318,10,3.0275,3.2854,3987,2.2637,37.7985,-118.869,129378
6.4038,38,9.9318,0.6788,3890,3.3346,40.2099,-117.163,361892
9.7437,22,6.9355,4.9558,2505,3.2618,34.91,-119.681,438364
3.1099,14,4.5636,3.0482,1060,3.1828,40.0173,-122.0608,162091
13.9745,9,5.3337,1.6654,1073,4.8091,35.2384,-123.2259,705459
2.5486,18,2.1525,3.1619,4550,3.7708,37.7534,-119.813,99593
14.0551,8,5.5476,4.1805,1113,1.3884,34.8174,-115.1965,712716
11.0464,38,2.5585,2.9235,4076,4.7619,37.7608,-117.2068,562133
5.9511,15,4.2917,3.996,1598,2.8529,34.1094,-121.6507,315568
6.7751,46,5.4259,2.3587,4940,3.3223,40.087,-118.9984,261446
11.5009,15,9.5302,3.1548,4355,4.278,36.8062,-121.8257,587271
9.6199,6,6.6222,2.4001,2716,1.8531,41.1726,-122.6212,541352
10.5672,12,4.347,2.8751,801,3.0477,38.2994,-116.2053,523482
6.7537,42,2.0178,1.2538,2243,4.4376,40.2792,-119.7309,322534
8.0855,19,7.7247,3.1939,809,3.9465,40.5024,-123.4411,422318
14.8632,40,5.2017,4.9053,2200,2.4022,37.2631,-115.8205,740027
4.388,5,1.6134,3.9417,2959,3.3568,39.163,-114.638,216858
7.1411,27,6.9119,1.9402,4511,1.0321,37.557,-120.5701,388787
5.4396,10,4.1509,4.3874,3338,1.1892,32.227,-119.0437,219685
11.829,43,4.635,4.5308,2643,1.4538,39.1818,-116.4127,569921
11.8142,46,8.5497,1.2956,2912,3.7778,41.9356,-123.632,576051
5.448,14,2.2358,0.7391,4802,3.4803,40.7,-114.8319,294114
2.5988,34,4.0634,3.0761,3971,4.6645,32.5264,-114.0188,168601
1.6543,49,4.273,2.6415,780,3.8342,41.3435,-118.9476,21647
7.2706,15,1.03,3.7161,3767,2.6824,34.0091,-118.6619,349595
7.0396,29,8.608,1.8188,268,4.4678,32.5455,-118.8105,359219
14.8433,26,8.5178,2.211,601,1.171,32.1167,-115.758,758269
7.8423,27,6.9565,1.6873,3691,1.0405,36.2285,-118.7521,395319
4.9616,3,9.0905,1.8146,4916,2.0012,35.0076,-117.4564,318581
13.5316,3,3.456,0.5418,2199,1.5104,33.7852,-117.4958,722770
8.1294,35,2.9857,2.7984,1303,2.0809,32.8647,-118.6921,406781
9.5889,35,1.6167,2.6292,1366,2.2224,35.5723,-114.7423,422657
2.7915,50,6.3281,2.1014,4912,2.8218,34.2871,-115.4721,141099
6.6694,6,5.4672,2.9309,2696,3.4425,38.3797,-123.2875,338718
14.247,14,8.2936,2.2629,1927,2.41,35.7683,-119.9153,751855
9.4583,26,5.3316,2.4465,1784,4.869,36.4998,-118.145,466033
6.1508,3,2.8291,0.5089,2066,3.1667,39.6655,-116.1504,343441
9.9465,33,8.2864,0.7984,2753,4.5049,35.4886,-120.4071,516315
13.7905,42,5.0991,1.1782,4598,4.2093,33.6555,-117.8492,683713
5.1989,13,9.6025,1.3281,4448,1.1923,34.9482,-119.6302,324158
8.3191,29,5.8102,2.5349,4939,2.8857,38.7944,-122.7612,374239
14.4423,9,2.0507,4.4371,4786,4.2259,33.181,-114.0503,731072
3.8273,32,8.6592,2.3272,3835,4.6265,38.5509,-117.2108,266506
11.2155,22,8.9057,3.3224,4144,3.5314,39.267,-121.0543,562414
9.7955,22,5.0089,0.6161,3428,4.7281,38.4398,-117.4376,463710
10.6756,34,1.2339,4.3468,2254,3.6532,35.6328,-121.263,499302
6.2415,10,1.2675,1.0091,4822,1.8339,38.5356,-116.8043,318002
5.7374,25,4.1603,1.7793,821,3.234,40.3126,-121.6411,257416
10.7368,12,7.4461,4.1753,2070,4.024,35.1543,-114.3057,553841
4.4098,51,3.9795,1.6919,1096,3.6657,34.6874,-118.5484,205758
7.1653,3,1.0696,1.661,1310,1.3335,41.5712,-115.9515,349037
4.0404,19,8.6371,3.2134,4462,1.948,40.9117,-116.9371,251054
1.6121,33,9.7186,4.5646,4351,3.7512,34.6994,-115.3168,111931
14.5958,47,4.1173,1.4614,4120,3.1133,33.7074,-115.6427,685670
7.328,26,1.6577,3.2937,3333,1.1234,36.2317,-123.3992,351766
14.5862,13,3.6227,3.2008,4892,3.9534,37.0542,-121.0437,724585
3.3944,7,8.1911,3.4679,3532,1.3177,33.6833,-118.4232,178704
9.4295,34,5.8803,4.7605,2147,1.7393,32.2451,-115.6721,444534
4.2131,22,4.4559,1.2465,356,4.6179,40.1847,-115.2387,244829
12.166,20,4.008,3.4446,1266,2.2603,41.2462,-120.0028,569727
12.08,43,2.0386,1.3207,3067,1.1371,32.6895,-116.4952,537766
3.0202,23,4.0556,1.9144,2059,1.0697,40.4058,-117.5766,190714
13.8129,48,5.231,2.2548,3241,4.7422,36.4235,-114.8321,654284
4.1275,14,7.0583,4.2593,3114,2.4901,33.7817,-115.3333,256488
9.7752,30,3.3587,0.7417,166,3.4847,35.8628,-121.5337,455715
14.8061,23,9.0764,3.8014,3195,2.6557,40.6585,-120.5691,775920
13.4124,47,5.3632,4.6067,993,1.8537,33.2213,-121.2551,667045
14.4136,19,4.6465,0.8566,3119,4.5108,32.9857,-118.8215,712953
6.1251,39,6.3456,4.0583,795,4.7986,41.6574,-123.3264,285926
2.9253,41,2.5086,0.9844,544,4.9514,34.9353,-120.3891,161943
4.0427,36,1.9593,4.8328,1917,1.1655,40.6131,-114.7546,201319
8.2567,6,4.1189,4.1691,4516,1.2015,37.6151,-116.3413,427605
12.2086,23,1.3594,3.6274,1892,4.4319,34.4041,-120.6876,583180
3.5271,10,4.3982,2.9753,3295,1.7046,34.95,-119.587,182341
10.4064,35,7.0434,4.6437,3405,3.2466,36.1196,-116.8912,488814
5.8683,21,8.3091,1.0358,3430,3.3194,33.4953,-114.6754,284983
6.1062,32,6.2179,1.048,4813,3.6478,39.0996,-116.2818,336444
10.4359,30,7.222,4.2012,1851,1.1503,36.1766,-114.2014,478364
7.8045,33,8.4982,2.6704,303,2.2345,40.8923,-114.0756,402237
12.4624,6,7.9582,4.3028,1201,3.0566,41.1565,-122.0797,658913
3.6049,5,3.8798,2.258,1738,1.6976,41.1365,-123.7415,173618
12.1643,15,6.1608,2.5334,644,4.7761,38.4931,-115.6222,658106
2.3672,43,3.3837,1.9944,120,4.3153,36.7609,-115.0745,102768
4.1197,25,6.187,4.7783,754,1.5577,32.8438,-119.4651,193580
10.358,13,4.834,2.5923,3730,3.6835,39.5552,-123.3535,545570
13.0415,6,4.3552,3.8979,4931,2.6407,32.8906,-122.299,663914
4.9112,37,2.6521,3.6316,1864,2.246,33.8247,-122.8401,231915
5.9171,2,6.0558,1.5579,1880,2.1639,40.4277,-122.2236,325081
8.7511,17,7.5638,4.6129,4996,3.6507,40.5372,-123.1842,475129
4.3562,24,6.1415,2.9511,2117,4.6142,36.347,-122.8314,242452
12.4506,12,1.623,4.3511,590,4.3451,39.1997,-116.9335,626934
11.9441,44,9.3189,4.2448,4577,2.3959,34.2013,-123.6654,624041
3.4614,14,1.0494,0.764,3791,3.831,40.9668,-115.3604,185738
7.7617,7,8.9655,3.289,3118,3.1095,38.5401,-115.6655,436189
11.9602,26,7.8947,4.0504,2123,2.7615,40.577,-117.8121,622774
6.0539,32,1.869,4.5792,3160,2.1869,35.9191,-114.8279,282110
10.0469,29,3.1291,2.7783,1260,1.3249,32.4001,-123.1069,458601
2.1779,46,4.1407,3.8782,386,1.7697,41.9316,-121.4424,83126
9.7173,39,9.1927,4.8633,1792,3.2656,39.6215,-119.1974,445728
3.5608,9,9.8193,4.2253,2480,3.9146,33.6644,-122.6334,224373
12.7129,14,1.7845,4.3449,2285,1.1471,38.4009,-117.7345,549655
6.2986,17,4.5724,2.3328,1717,2.5167,41.4562,-115.667,306284
5.301,49,2.3435,0.9126,2526,1.6632,40.9826,-115.5078,184526
12.852,25,3.5059,4.8471,3838,3.4085,41.3997,-120.9892,645596
2.1769,30,9.8296,3.6312,515,4.4586,33.0994,-122.5,132284
6.8542,45,9.8598,1.2702,363,4.7188,40.5417,-116.2183,356977
6.495,29,5.2492,4.8822,2651,4.5409,40.9132,-120.4548,322414
5.3448,29,2.6482,3.721,4144,4.4894,33.8079,-117.4616,223729
13.8087,18,5.9232,0.9067,2805,3.4037,39.0752,-123.209,686949
11.6375,31,3.8862,1.2687,3837,1.9719,38.9273,-119.1085,565684
2.363,19,9.3595,4.3943,179,3.9878,38.8866,-121.0123,120707
11.1483,17,8.3639,4.7922,3896,3.898,37.7265,-117.2197,631381
8.6185,6,3.7796,2.1417,1361,1.6666,34.3808,-117.8873,447857
13.6617,12,1.1648,2.3597,2919,1.7793,33.0755,-119.4648,682203
5.7248,38,9.9824,2.2795,3972,1.4373,34.4576,-114.673,342564
9.2512,3,7.1501,4.2591,4738,2.9947,41.1437,-118.547,523808
8.2602,47,4.8315,2.5397,4100,2.2863,34.257,-123.8603,405488
8.1091,35,3.5961,2.1887,498,4.6005,36.3177,-118.7545,389884
7.6574,47,1.0398,3.2984,4658,1.1466,36.4091,-123.3872,324787
4.276,33,2.3856,2.7074,1290,2.2963,41.2435,-114.3896,189607
11.7021,29,1.0528,2.9004,3756,4.5041,33.1503,-116.5823,555532
7.593,3,6.3783,2.3316,3459,4.996,36.7853,-123.9245,434455
14.44,5,6.9701,2.5723,1104,3.8921,40.0946,-119.122,771684
5.0209,14,7.9012,0.6619,1955,4.6027,32.6174,-114.5672,296004
10.717,36,2.683,4.666,4365,1.0645,39.4569,-116.0168,553833
14.1997,28,1.8637,0.6376,2616,4.087,32.9403,-121.2692,666809
10.4567,41,6.8541,3.9777,3055,2.8465,36.5236,-117.2333,523288
13.2622,32,5.499,1.8422,1798,3.7617,33.5796,-116.3225,687882
12.671,18,8.8812,1.0051,1943,2.7198,35.8983,-117.5117,716237
6.3616,42,5.7994,3.2436,4814,3.2772,32.3729,-115.0376,299871
9.6017,40,5.0034,3.6813,2499,2.04,40.4218,-121.6586,476260
3.6095,13,5.3923,3.3359,1238,3.2964,33.3381,-116.5346,190100
8.7296,2,8.0409,3.0924,3389,2.1633,33.8747,-117.9631,505178
4.6107,25,1.1647,2.9128,1057,2.121,36.5822,-114.3399,209437
11.5404,20,9.2639,2.9348,3885,2.3085,32.1946,-117.1607,632970
8.6288,7,7.4277,4.3944,3532,1.8031,41.2107,-119.6669,464326
7.0516,11,8.9676,0.9057,250,1.891,36.1353,-122.839,406195
5.1288,5,9.6364,1.2082,4920,4.7261,37.2977,-117.6335,292876
14.9824,29,3.034,4.1569,4468,2.8178,40.6946,-114.4176,690327
2.4681,18,6.2051,1.8637,3644,3.4566,37.7607,-120.6791,131102
2.0881,8,5.3744,3.972,2596,3.2871,32.7973,-117.4265,115974
4.433,27,5.8386,2.0871,4320,2.0616,40.0313,-116.1406,241992
14.6095,42,1.4256,4.6643,2225,1.0007,41.1592,-115.2474,670658
14.7197,2,9.2259,1.766,4729,1.4173,40.0824,-116.3453,807545
10.3415,35,9.5922,2.421,2930,4.3231,33.901,-119.8526,584462
13.3814,26,7.1661,1.2148,4567,1.4374,36.811,-123.9164,675209
4.3885,23,3.3245,3.5001,2722,1.8271,34.9947,-118.1082,238982
14.6226,5,8.0849,2.313,517,4.6513,37.9805,-118.4749,720286
3.4276,16,7.5776,4.7354,2752,4.2313,40.372,-119.7712,202849
2.8652,42,6.1713,0.5709,2233,1.2131,36.0016,-117.6648,157806
3.0149,11,2.5322,2.2444,170,3.5738,37.9231,-123.5808,171179
9.2372,19,2.8106,0.6063,3478,3.0627,32.1022,-114.9092,493940
12.0432,16,6.3046,1.9807,2893,2.4596,35.5074,-120.9526,647446
6.45,32,2.1594,2.2111,4459,2.9904,38.2101,-122.7808,316379
14.7016,12,7.5154,1.6616,3145,1.6042,41.9053,-122.0353,718896
7.3647,2,2.9134,1.6499,3428,4.8191,34.782,-118.0243,370572
3.5311,43,9.1943,1.6703,4284,1.686,33.7474,-116.2174,186481
7.7906,22,9.0975,1.6982,3088,1.7444,40.9569,-122.4366,447713
10.667,26,3.6424,1.7703,3730,2.4754,37.6266,-117.1847,548015
12.735,33,1.7505,4.3308,3811,1.8504,41.9575,-122.4883,567838
7.6934,24,6.5027,0.6757,4667,2.2514,34.5415,-116.8264,416827
9.5137,5,5.0357,4.9501,2466,1.1594,33.9573,-117.1029,454906
5.1092,21,2.2934,1.7669,845,3.4571,35.5572,-115.3971,266633
10.2199,46,5.7833,0.6258,4702,1.9645,37.7787,-117.3265,527113
14.8106,18,9.9345,1.2882,3883,4.8839,32.7642,-123.3303,831885
2.1622,39,1.6208,4.7384,4837,1.4568,35.8887,-115.5658,17542
13.4682,5,3.3751,4.9889,4291,1.3093,32.6567,-117.4656,640771
9.0908,8,5.8475,1.6104,1850,1.6969,38.5781,-121.8935,417897
4.9033,21,8.1403,1.5145,3157,3.1698,35.4409,-114.6027,304601
14.391,47,1.1689,4.2624,4678,3.99,41.7065,-115.2097,692415
8.0253,5,7.5948,4.614,703,3.2362,33.0316,-119.7598,412680
5.9778,13,2.259,3.4266,2615,4.4415,40.9432,-118.0849,270984
3.9502,19,8.4761,4.7112,740,3.3743,32.2626,-117.3021,252239
4.8001,29,7.2296,4.7751,525,1.5543,38.5494,-115.5543,236933
12.7435,2,5.1086,3.9186,4139,1.7427,41.4793,-120.4495,679327
9.7945,37,8.3942,2.0692,2126,2.4305,39.0732,-117.2201,509584
13.8288,26,7.5974,1.1726,1593,4.6801,32.3061,-116.8986,743942
4.6316,29,7.8327,2.8295,3546,2.8401,38.5718,-120.3107,233039
3.1354,5,3.6107,1.8032,2884,4.4966,34.885,-119.7556,178264
1.5822,32,6.5748,1.0333,955,1.2986,39.296,-119.7625,29703
8.3561,38,2.27,2.273,1783,3.7469,36.5206,-119.9381,439616
14.9771,48,8.3877,2.6589,1284,2.8689,38.1844,-118.6066,772125
10.882,2,5.7407,3.4789,2748,1.6924,32.2371,-123.5486,559653
5.6633,5,8.424,1.4951,4956,1.3264,34.8028,-114.0298,319436
13.3376,47,2.9004,4.4082,2823,2.2612,35.0191,-120.9332,580086
12.0533,33,2.1731,1.3345,3371,4.2824,36.4763,-118.5898,558214
1.7081,51,7.2007,4.9875,2867,3.5624,40.8062,-121.1381,76455
12.5276,35,1.5256,3.006,4747,2.8484,35.6918,-114.6391,584506
5.5571,19,3.1959,1.1608,3198,4.3819,39.0361,-114.2516,302798
3.5206,15,9.1784,4.2548,3600,1.7241,35.5679,-114.2021,180224
4.5555,35,2.1948,1.6418,4269,2.116,34.0099,-119.6476,231530
7.8258,8,4.38,1.3474,3579,3.2163,36.6289,-117.9472,395420
7.2357,47,9.5102,1.1066,3202,3.3585,34.4367,-115.7832,361945
5.4,1,1.18,2.979,374,2.2837,32.5274,-122.4789,253814
3.8249,38,5.0078,4.457,923,3.0172,34.1419,-120.1804,211971
11.7901,22,8.0781,4.537,3073,1.4799,32.8263,-120.9324,623102
14.8665,17,9.1808,4.0353,3132,1.0442,32.4743,-119.1232,747411
12.0002,16,7.6202,3.1165,3516,4.6204,39.3859,-116.0243,613904
5.4951,45,8.9955,2.8845,2010,2.766,38.9512,-117.7196,230097
4.8049,1,1.3093,2.182,3097,1.9243,33.535,-122.8371,248204
4.4385,3,1.8989,0.6983,1592,2.3193,32.4075,-121.9643,227540
3.3454,6,7.6395,4.2646,1423,3.0706,32.2376,-122.6744,183922
8.943,3,7.78,4.9976,4005,4.7858,39.3147,-121.8265,519128
9.6729,47,6.4474,4.6438,4767,3.8839,36.2336,-123.692,520440
11.0243,30,7.5725,4.6987,302,4.7927,36.2962,-115.173,576780
10.6829,47,8.7225,1.9995,2748,1.4483,32.6373,-115.5579,551410
5.4465,11,5.9093,0.9469,2628,1.7131,40.0126,-118.4489,308452
5.9592,27,9.5259,4.4221,2252,2.4521,34.9178,-116.3038,323418
10.7004,22,7.2481,3.9371,3774,1.9773,36.1992,-114.0009,509273
6.2175,6,5.2478,2.2567,817,4.8282,36.4198,-118.1814,327674
4.3704,38,4.7937,4.2511,3994,1.6847,40.8203,-117.8614,189498
6.5535,41,7.7515,1.1243,1186,1.6798,40.3325,-115.3605,367254
5.1731,46,6.6742,3.4299,4300,2.9506,35.2859,-118.6985,237218
2.6922,31,8.357,4.7902,4770,3.7876,32.7352,-123.4997,183167
12.7069,43,8.0289,4.5969,372,2.5171,37.572,-120.5433,663136
13.017,6,5.7178,3.9238,1236,1.1749,34.7422,-116.821,667248
4.4666,50,9.5113,1.6996,3407,4.0634,35.0882,-116.9563,239829
2.3744,20,7.3383,0.9615,465,4.7818,40.8249,-114.0587,172359
11.4742,47,2.8076,1.9613,4657,4.242,39.3636,-116.5856,555317
4.3556,41,6.5664,3.2781,1585,4.3604,35.8979,-123.2821,221649
6.8114,11,2.8163,1.9243,4563,4.3916,38.4727,-114.4516,350032
2.3658,2,6.0296,2.359,1708,4.038,33.9143,-123.6885,183668
4.5546,31,8.1094,2.3162,3912,4.2217,38.6746,-117.5584,251901
12.2042,38,8.3125,2.0112,3432,1.3067,32.6263,-121.4376,647154
12.3594,26,6.8574,4.6555,835,1.2184,38.5662,-121.5408,612892
4.2956,27,8.0498,1.9398,2540,1.3009,40.8667,-118.317,219965
6.0348,46,5.2501,4.9709,1231,3.3661,37.805,-123.7115,262674
3.3122,46,5.9559,1.442,551,1.965,35.404,-121.1944,155334
2.5013,31,8.9165,4.4268,2598,1.1127,37.5835,-121.6607,108257
14.8943,24,5.4377,3.7955,3210,1.3063,35.3121,-119.9476,752259
10.3505,13,4.1584,3.5096,1755,1.2741,34.9156,-123.5548,502560
8.8183,25,8.1729,2.5041,833,3.5101,32.0492,-120.7543,451881
11.8342,37,1.4543,4.1746,3400,1.5714,34.5174,-122.214,546977
12.841,41,9.6252,2.715,2491,4.383,40.9393,-121.9335,630515
12.3906,25,4.0606,1.1099,1316,4.9707,33.7915,-115.7005,631702
1.7233,29,6.6665,1.7622,1779,2.7648,38.3332,-114.0602,96882
4.0219,31,7.1691,1.3209,3382,3.1506,38.1363,-119.6132,195610
10.3412,43,2.2337,3.0633,1210,2.0396,34.257,-123.0381,490767
6.5728,39,8.4057,3.4493,1797,3.6222,39.7173,-116.2384,329346
14.7635,2,6.149,2.0117,3784,4.66,36.3929,-115.6562,798190
10.483,12,3.9514,0.6778,2803,1.7231,39.9721,-121.0671,547102
14.4134,5,8.6562,3.4643,4492,4.8127,32.1233,-119.4805,757608
4.2195,27,6.6257,0.7788,4291,1.8854,33.4896,-120.4562,273400
13.1634,34,8.072,4.8455,2694,2.0637,35.7556,-114.273,665010
5.8383,14,9.9308,4.4927,1318,4.6463,36.7502,-115.5438,333712
14.8591,7,2.1725,4.239,4002,3.3735,37.4633,-121.2731,775210
3.6288,37,7.7464,2.1539,2807,1.1268,39.8873,-117.3126,182555
8.4706,36,7.819,3.8525,4272,4.2118,41.0301,-117.7767,495359
12.2034,10,8.8722,0.7063,1201,3.5682,35.1724,-119.1769,690449
7.3407,29,4.6726,0.9034,1979,3.9723,40.8692,-116.841,423015
7.8191,16,8.8269,2.7255,1982,1.647,34.6634,-115.7173,459027
14.8158,38,6.7589,3.1404,3733,4.4917,32.7157,-114.5393,729504
7.2417,21,1.6189,3.9513,4744,4.1314,37.7985,-119.3085,346716
9.655,38,1.2837,1.8397,1725,4.8297,38.6613,-117.4811,493821
2.2363,41,5.3334,2.9417,2392,2.6352,34.9539,-116.6164,154066
12.8698,33,8.0725,0.7814,2832,3.0734,33.6958,-118.9076,679947
10.2503,29,4.4581,2.6189,4194,3.8069,32.9693,-115.7449,474587
6.9543,48,8.6665,3.5207,4482,1.4176,36.4094,-123.8184,355389
1.7183,17,5.4291,4.9534,2219,1.8415,36.0894,-117.0278,71230
9.4875,13,1.2366,3.9558,1031,2.153,34.85,-122.2216,434762
1.6709,6,9.763,4.9797,833,4.7805,34.2089,-120.007,162217
1.5162,2,5.4065,2.7406,2328,1.0054,32.3905,-115.7567,89716
9.8173,8,6.8512,2.4483,258,4.9759,38.8899,-115.9512,545467
4.0517,32,2.7936,4.2539,2822,2.5823,35.9077,-119.4356,151033
4.0905,36,3.676,2.5807,520,3.5932,34.1589,-123.6881,185085
10.3192,9,5.3586,3.9026,3922,2.6429,37.1599,-120.2308,504804
2.2249,23,8.7057,4.9753,1185,4.1362,40.8074,-120.5847,176832
5.731,7,1.9176,3.7607,266,4.8023,34.3246,-121.9927,267854
3.5173,31,8.0231,0.5644,346,2.7911,38.1328,-122.6915,220576
9.3324,21,6.2142,1.3113,1983,1.7208,41.1789,-120.8323,508979
10.4338,1,5.497,1.7432,3939,1.8883,35.8102,-119.8886,546039
11.2353,46,8.8893,4.1996,1483,2.0632,41.4859,-116.7257,584614
4.9456,2,2.0631,4.6946,2497,1.8862,32.1262,-118.3231,245294
2.7049,40,9.9168,3.4236,3585,1.0529,33.1879,-118.3703,188147
2.5622,11,8.6917,0.8962,524,4.4477,37.3303,-115.524,212604
7.253,37,3.9316,2.7479,2802,3.7237,36.9862,-114.9854,373913
14.2689,18,5.0642,4.3657,2796,3.063,41.8251,-120.0068,729565
4.4393,44,1.225,2.1298,2133,1.5877,33.4298,-115.5673,124120
4.966,24,5.7484,0.7937,3591,1.1629,41.9074,-115.7958,235660
2.862,19,5.9295,4.0081,3799,2.5385,40.5196,-121.743,165567
9.6752,5,9.3392,3.457,2068,1.0213,34.2277,-123.5019,490710
10.6783,29,4.4913,2.6014,4208,1.2285,35.6752,-114.7815,530304
10.1796,39,6.1356,4.3241,2878,1.2937,33.1974,-114.1497,511823
13.1253,2,7.6656,4.3237,3701,4.2632,41.0874,-118.0235,717256
8.0667,17,6.4766,3.6543,1131,3.9047,35.8562,-120.5761,401772
3.3152,45,2.4056,4.7404,1183,2.238,32.3877,-117.3872,129414
5.407,11,2.5463,2.5427,4859,2.2155,37.7752,-123.4779,273851
10.4428,37,2.2451,3.7802,655,2.3774,34.5784,-116.4822,494175
9.7771,13,2.9596,4.2381,203,3.2621,35.8436,-121.9297,487018
8.6685,29,3.955,3.3602,4642,4.4406,36.6951,-123.0402,413029
10.72,32,7.657,2.989,1558,2.9082,32.762,-114.994,511428
10.1048,45,1.5483,3.794,1335,1.5939,36.8923,-118.4171,495471
13.3979,40,8.384,2.0953,1350,1.6342,34.8857,-119.0981,704882
9.4112,43,3.3622,2.1489,3681,1.228,39.1222,-117.8292,449451
12.0111,8,6.5208,4.8948,1547,3.9615,34.5594,-114.0517,636965
4.8575,10,5.9749,1.0348,3168,2.597,41.4418,-122.0747,310460
10.6555,25,2.3862,4.289,1874,4.6721,39.4242,-121.8916,480568
13.6796,11,3.5857,4.0494,2552,2.2403,33.1961,-116.9331,646391
6.7074,28,3.6633,0.7437,388,4.1932,33.3988,-115.7393,296371
12.0179,33,6.6145,3.6658,4044,2.9809,35.593,-114.6331,589642
11.2847,39,8.0965,0.9225,2000,4.3946,32.2728,-116.0041,596880
2.3036,26,9.9666,1.4473,4962,3.245,32.4898,-118.759,159717
9.3504,8,1.8631,4.812,154,1.7696,39.1871,-116.8578,409498
3.2576,38,9.448,2.1297,1956,4.2044,35.273,-118.6632,167832
14.5588,26,6.0537,0.7556,3484,1.0226,34.0362,-117.4405,787250
12.454,32,4.2109,2.8454,2473,3.0173,35.6815,-123.2264,604869
2.9813,46,3.5612,1.4289,4337,1.7833,41.8266,-117.5426,111335
3.1437,28,2.8814,2.4185,319,2.3521,41.0243,-120.8175,167358
9.5254,7,6.0137,0.9575,4835,2.6364,34.5463,-118.6146,537812
6.156,35,9.5142,0.9319,2058,3.2398,32.7642,-122.6507,356325
1.9712,2,2.6394,2.7686,1402,2.4182,35.282,-118.5106,115126
8.8122,22,4.9255,2.0114,2830,3.5791,32.0893,-117.3495,420877
6.7359,50,2.8346,1.1987,970,1.7498,34.2175,-121.9975,315625
2.8645,22,2.5807,3.1117,3355,4.1596,38.245,-123.019,144761
12.3259,3,8.8007,0.7799,1268,3.4074,32.8976,-120.2293,711107
13.8535,46,3.3577,3.8873,1117,2.4071,33.7207,-119.4548,641465
11.714,50,3.2317,0.731,4247,3.1275,36.3146,-117.6083,583978
12.6027,45,9.1881,4.8667,3306,2.6158,39.1505,-122.2258,654716
4.4226,8,4.4744,3.8103,2524,4.4996,37.2741,-119.3,223647
5.0582,4,1.0785,4.5375,2165,3.1854,39.3319,-114.8356,256853
4.3151,15,7.4907,2.4798,1331,4.1545,32.9254,-119.842,234873
11.8284,44,5.6531,0.7614,2281,4.1797,33.6131,-122.2758,559790
14.2969,46,7.9672,1.5325,1527,3.9358,40.9047,-115.5842,720443
11.1773,39,6.1327,4.8699,4832,4.0032,41.5968,-119.7664,547422
13.3998,12,4.1614,3.285,442,1.8981,40.2067,-117.6971,664857
10.1224,29,1.5991,1.5254,4709,4.4842,39.2015,-115.1874,445894
6.7334,9,8.7934,2.6727,252,3.8312,32.5164,-117.7766,403952
7.2478,42,2.8638,1.9285,4622,1.2158,41.9859,-115.5655,322562
